From nomoto@astron.s.u-tokyo.ac.jp Mon Apr 29 08:19:39 1996
Received: from supernova.astron.s.u-tokyo.ac.jp (oxygen.astron.s.u-tokyo.ac.jp [133.11.3.16]) by astro.as.utexas.edu (8.6.11/2.01) with ESMTP id IAA19338 for <wheel@astro.as.utexas.edu>; Mon, 29 Apr 1996 08:19:36 -0500
Received: (from nomoto@localhost) by supernova.astron.s.u-tokyo.ac.jp (8.7.1/950924-oxygen) id OAA00723; Mon, 29 Apr 1996 14:21:37 +0900 (JST)
Date: Mon, 29 Apr 1996 14:21:37 +0900 (JST)
From: "Ken'ichi Nomoto" <nomoto@astron.s.u-tokyo.ac.jp>
Message-Id: <199604290521.OAA00723@supernova.astron.s.u-tokyo.ac.jp>
To: wheel@astro.as.utexas.edu
Subject: 13 Msun model
Cc: nomoto@astron.s.u-tokyo.ac.jp
Status: RO

Dear Craig,

I have found the presupernova model of the 3 Msun He core
(of the 13 Msun star).  

Best wishes,                     Ken

=========================================

  PRECOLLAPSE MODEL: M(HELIUM STAR) = 3.3 MSUN 
                                     which approximately corresponds to 
                     M(MAIN-SEQUENCE)=13 MSUN
                         (ref. Nomoto Hashimoto 1988, Phys Rep 163, 13)

 J =   1, 103: NSE
 J = 104, 141: QSE (SI,FE MIXTURE; ALMOST NSE)
 J = 142--   : OXYGEN, CARBON, HELIUM-RICH LAYERS

 RHO, T, P, S, YE, [1/A] ARE GIVEN AT ZONE 'CENTER' (APPROX), MASS
 RADIUS, VELOCITY        ARE GIVEN AT ZONE BOUNDARY, BMASS 
   (CGS UNIT, SOLAR MASS UNIT)


   J    MASS    LOG RHO   LOG T    LOG P      S        YE     [1/A]
   1 0.000E+00 10.49999  9.96706 28.57478  0.66710  0.40662  0.02174
   2 1.608E-03 10.48934  9.96671 28.56094  0.67088  0.40698  0.02179
   3 3.809E-03 10.48003  9.96402 28.55011  0.66977  0.40757  0.02149
   4 6.368E-03 10.47187  9.96287 28.53994  0.67077  0.40795  0.02140
   5 8.851E-03 10.46497  9.96209 28.53128  0.67193  0.40824  0.02136
   6 1.262E-02 10.45557  9.96085 28.51949  0.67303  0.40867  0.02127
   7 1.896E-02 10.44152  9.95921 28.50180  0.67495  0.40933  0.02117
   8 2.500E-02 10.42959  9.95870 28.48659  0.67830  0.40976  0.02120
   9 3.915E-02 10.40434  9.95526 28.45442  0.68028  0.41099  0.02096
  10 6.132E-02 10.36840  9.95089 28.40957  0.68633  0.41257  0.02073
  11 7.822E-02 10.34345  9.94778 28.37817  0.69044  0.41361  0.02058
  12 9.604E-02 10.31833  9.94466 28.34653  0.69541  0.41464  0.02043
  13 1.139E-01 10.29434  9.94174 28.31635  0.69857  0.41561  0.02031
  14 1.334E-01 10.26888  9.93820 28.28426  0.70247  0.41665  0.02015
  15 1.460E-01 10.25268  9.93638 28.26382  0.70582  0.41727  0.02009
  16 1.588E-01 10.23646  9.93415 28.24335  0.70849  0.41792  0.02000
  17 1.718E-01 10.22016  9.93215 28.22276  0.71166  0.41855  0.01993
  18 1.852E-01 10.20359  9.93029 28.20183  0.71524  0.41917  0.01988
  19 2.021E-01 10.18265  9.92792 28.17548  0.71982  0.41997  0.01981
  20 2.193E-01 10.16139  9.92616 28.14876  0.72572  0.42072  0.01980
  21 2.368E-01 10.13984  9.92477 28.12169  0.73250  0.42147  0.01982
  22 2.545E-01 10.11801  9.92332 28.09426  0.73940  0.42224  0.01983
  23 2.662E-01 10.10363  9.92255 28.07620  0.74433  0.42274  0.01985
  24 2.779E-01 10.08920  9.92168 28.05808  0.74916  0.42326  0.01987
  25 2.898E-01 10.07460  9.92092 28.03977  0.75429  0.42378  0.01990
  26 3.017E-01 10.05981  9.92044 28.02124  0.76003  0.42427  0.01995
  27 3.136E-01 10.04493  9.92037 28.00260  0.76662  0.42473  0.02003
  28 3.257E-01 10.02985  9.92047 27.98374  0.77343  0.42518  0.02013
  29 3.377E-01 10.01469  9.92061 27.96478  0.78013  0.42567  0.02024
  30 3.499E-01  9.99936  9.92057 27.94560  0.78656  0.42615  0.02033
  31 3.685E-01  9.97567  9.92058 27.91595  0.79683  0.42694  0.02049
  32 3.878E-01  9.95102  9.91974 27.88506  0.80586  0.42781  0.02059
  33 4.076E-01  9.92529  9.91894 27.85285  0.81560  0.42874  0.02070
  34 4.280E-01  9.89843  9.91811 27.81926  0.82592  0.42969  0.02082
  35 4.399E-01  9.88260  9.91772 27.79955  0.83228  0.43021  0.02090
  36 4.518E-01  9.86660  9.91727 27.77966  0.83867  0.43073  0.02098
  37 4.637E-01  9.85041  9.91685 27.75955  0.84527  0.43125  0.02107
  38 4.757E-01  9.83401  9.91645 27.73918  0.85208  0.43175  0.02116
  39 4.876E-01  9.81744  9.91629 27.71862  0.85965  0.43223  0.02128
  40 4.997E-01  9.80066  9.91589 27.69780  0.86686  0.43274  0.02138
  41 5.116E-01  9.78383  9.91552 27.67679  0.87429  0.43324  0.02148
  42 5.237E-01  9.76679  9.91528 27.65549  0.88225  0.43374  0.02161
  43 5.440E-01  9.73760  9.91419 27.61894  0.89440  0.43466  0.02176
  44 5.646E-01  9.70742  9.91308 27.58113  0.90734  0.43561  0.02193
  45 5.855E-01  9.67603  9.91144 27.54200  0.91968  0.43668  0.02205
  46 6.067E-01  9.64345  9.90973 27.50147  0.93288  0.43777  0.02219
  47 6.187E-01  9.62463  9.90853 27.47801  0.94024  0.43842  0.02225
  48 6.307E-01  9.60548  9.90731 27.45423  0.94774  0.43910  0.02231
  49 6.427E-01  9.58604  9.90604 27.43008  0.95527  0.43979  0.02237
  50 6.548E-01  9.56633  9.90448 27.40554  0.96244  0.44050  0.02241
  51 6.668E-01  9.54613  9.90533 27.38064  0.97683  0.44090  0.02275
  52 6.788E-01  9.52524  9.92535 27.35531  1.05767  0.43711  0.02628
  53 6.908E-01  9.50460  9.92381 27.32960  1.06630  0.43780  0.02633
  54 7.028E-01  9.48328  9.92253 27.30343  1.07646  0.43849  0.02647
  55 7.211E-01  9.45029  9.91997 27.26269  1.09049  0.43959  0.02656
  56 7.393E-01  9.41645  9.91677 27.22096  1.10295  0.44071  0.02655
  57 7.574E-01  9.38173  9.91375 27.17832  1.11736  0.44185  0.02662
  58 7.753E-01  9.34625  9.91052 27.13458  1.13196  0.44303  0.02667
  59 7.932E-01  9.31002  9.90693 27.08970  1.14636  0.44427  0.02668
  60 8.020E-01  9.29136  9.90570 27.06686  1.15664  0.44484  0.02684
  61 8.109E-01  9.27280  9.90292 27.04361  1.16045  0.44546  0.02665
  62 8.197E-01  9.25363  9.90116 27.02013  1.16928  0.44607  0.02672
  63 8.285E-01  9.23414  9.89903 26.99623  1.17680  0.44669  0.02672
  64 8.372E-01  9.21439  9.89687 26.97208  1.18439  0.44730  0.02671
  65 8.460E-01  9.19430  9.89470 26.94749  1.19238  0.44791  0.02673
  66 8.569E-01  9.16828  9.89174 26.91607  1.20187  0.44868  0.02671
  67 8.678E-01  9.14145  9.89051 26.88399  1.21962  0.44912  0.02703
  68 8.787E-01  9.11446  9.88775 26.85116  1.23169  0.44984  0.02708
  69 8.895E-01  9.08769  9.89273 26.81754  1.27767  0.44852  0.02850
  70 9.004E-01  9.05992  9.88946 26.78313  1.28870  0.44937  0.02845
  71 9.112E-01  9.03132  9.88603 26.74782  1.30026  0.45018  0.02839
  72 9.220E-01  9.00200  9.88236 26.71159  1.31171  0.45100  0.02829
  73 9.328E-01  8.97189  9.87851 26.67433  1.32333  0.45181  0.02816
  74 9.436E-01  8.94093  9.87454 26.63605  1.33528  0.45260  0.02802
  75 9.543E-01  8.90896  9.87030 26.59660  1.34717  0.45337  0.02783
  76 9.651E-01  8.87604  9.86588 26.55599  1.35952  0.45413  0.02762
  77 9.758E-01  8.84205  9.86138 26.51403  1.37259  0.45487  0.02741
  78 9.864E-01  8.80704  9.85654 26.47074  1.38514  0.45562  0.02716
  79 9.971E-01  8.77071  9.85134 26.42588  1.39745  0.45639  0.02686
  80 1.008E+00  8.73323  9.84582 26.37946  1.41001  0.45714  0.02650
  81 1.018E+00  8.69454  9.83991 26.33121  1.42236  0.45789  0.02607
  82 1.030E+00  8.64962  9.83321 26.27557  1.43614  0.45869  0.02564
  83 1.042E+00  8.60261  9.82545 26.21729  1.44889  0.45945  0.02502
  84 1.047E+00  8.57774  9.82119 26.18632  1.45609  0.45980  0.02465
  85 1.053E+00  8.55235  9.81683 26.15453  1.46233  0.46013  0.02427
  86 1.059E+00  8.52655  9.81228 26.12185  1.46847  0.46043  0.02387
  87 1.065E+00  8.49987  9.80770 26.08824  1.47544  0.46070  0.02350
  88 1.071E+00  8.47181  9.80211 26.05281  1.47962  0.46098  0.02302
  89 1.077E+00  8.44274  9.79663 26.01626  1.48555  0.46121  0.02258
  90 1.083E+00  8.41296  9.79052 25.97852  1.48975  0.46143  0.02209
  91 1.089E+00  8.38224  9.78477 25.93952  1.49726  0.46162  0.02167
  92 1.096E+00  8.35018  9.77762 25.89819  1.50072  0.46179  0.02115
  93 1.102E+00  8.31664  9.77025 25.85536  1.50553  0.46194  0.02068
  94 1.108E+00  8.28162  9.76271 25.81092  1.51203  0.46207  0.02026
  95 1.114E+00  8.24567  9.75412 25.76478  1.51620  0.46217  0.01984
  96 1.121E+00  8.20587  9.74426 25.71291  1.52045  0.46226  0.01944
  97 1.127E+00  8.16382  9.73358 25.65868  1.52542  0.46235  0.01909
  98 1.134E+00  8.12037  9.72199 25.60192  1.52990  0.46243  0.01878
  99 1.141E+00  8.07484  9.70950 25.54227  1.53456  0.46250  0.01853
 100 1.147E+00  8.02690  9.69610 25.47902  1.53979  0.46256  0.01832
 101 1.154E+00  7.96357  9.68732 25.41115  1.59762  0.47048  0.01849
 102 1.160E+00  7.90821  9.66896 25.33745  1.59561  0.47057  0.01828
 103 1.167E+00  7.84530  9.65126 25.25580  1.60805  0.47066  0.01816
 104 1.174E+00  7.53614  9.77849 25.16682  3.74640  0.48712  0.06154
 105 1.180E+00  7.45830  9.76280 25.07927  3.77514  0.48881  0.05448
 106 1.187E+00  7.37889  9.74668 24.98920  3.81839  0.49000  0.04770
 107 1.193E+00  7.28575  9.73372 24.90692  4.01806  0.49069  0.04387
 108 1.200E+00  7.21387  9.72192 24.82597  3.76727  0.49803  0.01846
 109 1.206E+00  7.14881  9.70203 24.74160  3.79869  0.49818  0.01881
 110 1.213E+00  7.08351  9.68210 24.65736  3.84777  0.49826  0.01990
 111 1.219E+00  7.02256  9.66353 24.57974  3.92937  0.49830  0.02270
 112 1.230E+00  6.93219  9.63246 24.45451  3.96840  0.49834  0.02590
 113 1.241E+00  6.85057  9.60331 24.33722  3.93818  0.49837  0.02659
 114 1.253E+00  6.77281  9.57612 24.22658  3.90763  0.49839  0.02668
 115 1.264E+00  6.69771  9.55041 24.12104  3.88617  0.49840  0.02668
 116 1.274E+00  6.62557  9.52618 24.02077  3.87307  0.49841  0.02668
 117 1.285E+00  6.55573  9.50276 23.92380  3.86136  0.49841  0.02668
 118 1.296E+00  6.48848  9.48029 23.83061  3.85178  0.49842  0.02668
 119 1.307E+00  6.42312  9.45847 23.74009  3.84291  0.49842  0.02668
 120 1.317E+00  6.35980  9.43735 23.65244  3.83485  0.49843  0.02668
 121 1.328E+00  6.29782  9.41668 23.56669  3.82757  0.49843  0.02668
 122 1.339E+00  6.23754  9.39652 23.48326  3.82072  0.49843  0.02668
 123 1.349E+00  6.17843  9.37670 23.40141  3.81422  0.49843  0.02668
 124 1.359E+00  6.12086  9.35726 23.32152  3.80739  0.49843  0.02668
 125 1.370E+00  6.06421  9.33799 23.24273  3.80022  0.49844  0.02668
 126 1.380E+00  6.00881  9.31900 23.16548  3.79278  0.49844  0.02668
 127 1.390E+00  5.95410  9.30007 23.08901  3.78501  0.49844  0.02668
 128 1.402E+00  5.89193  9.27833 23.00182  3.77563  0.49844  0.02668
 129 1.413E+00  5.83025  9.25660 22.91522  3.76700  0.49844  0.02668
 130 1.425E+00  5.76742  9.23438 22.82711  3.76031  0.49844  0.02668
 131 1.437E+00  5.70418  9.21194 22.73850  3.75538  0.49844  0.02668
 132 1.443E+00  5.67227  9.20060 22.69385  3.75370  0.49844  0.02668
 133 1.449E+00  5.64008  9.18914 22.64881  3.75232  0.49844  0.02668
 134 1.454E+00  5.60769  9.17757 22.60346  3.75120  0.49844  0.02668
 135 1.460E+00  5.57515  9.16591 22.55788  3.75028  0.49844  0.02668
 136 1.466E+00  5.54185  9.15392 22.51116  3.74943  0.49844  0.02668
 137 1.472E+00  5.50837  9.14178 22.46408  3.74836  0.49844  0.02668
 138 1.478E+00  5.47327  9.12950 22.41662  3.77928  0.49875  0.02785
 139 1.484E+00  5.43936  9.11707 22.36875  3.77806  0.49875  0.02785
 140 1.491E+00  5.40250  9.10347 22.31658  3.77656  0.49875  0.02785
 141 1.497E+00  5.35680  9.08965 22.26376  3.85587  0.49908  0.03049
 142 1.503E+00  5.22189  9.09945 22.21036  5.06604  0.49913  0.05807
 143 1.510E+00  5.18490  9.08604 22.15826  5.06333  0.49913  0.05807
 144 1.522E+00  5.11153  9.05910 22.05436  5.05666  0.49913  0.05807
 145 1.535E+00  5.04049  9.03274 21.95338  5.05009  0.49913  0.05807
 146 1.548E+00  4.97119  9.00678 21.85448  5.04345  0.49913  0.05807
 147 1.560E+00  4.90319  8.98110 21.75711  5.03664  0.49913  0.05807
 148 1.573E+00  4.83619  8.95567 21.66098  5.03029  0.49913  0.05807
 149 1.585E+00  4.76957  8.93027 21.56523  5.02447  0.49913  0.05807
